# Omega_m     sigma_8     h           
  0.966592    0.040047    0.576491    
  0.905859    0.863130    0.448817    
  0.268082    0.276071    0.551286    
  0.066556    0.702457    0.000528    
  0.696512    0.162334    0.999606    
  0.552652    0.556520    0.733274    
  0.180630    0.078653    0.267387    
  0.482743    0.880283    0.786879    
  0.846959    0.480480    0.213689    
  0.863658    0.513254    0.341540    
  0.493651    0.098605    0.658868    
  0.171740    0.922952    0.147096    
  0.533943    0.461365    0.853220    
  0.716865    0.819987    0.618123    
  0.081103    0.295657    0.382719    
  0.255553    0.745247    0.925696    
  0.883495    0.142853    0.075178    
  0.948127    0.945871    0.946527    
  0.320300    0.408174    0.052906    
  0.016966    0.613384    0.502085    
  0.652599    0.028751    0.497254    
  0.594310    0.627603    0.230925    
  0.231993    0.230226    0.768940    
  0.432787    0.810680    0.288495    
  0.802925    0.335239    0.711403    
  0.773306    0.776901    0.019050    
  0.401126    0.362190    0.981031    
  0.199600    0.663099    0.461537    
  0.563960    0.201573    0.538633    
  0.685236    0.579788    0.803498    
  0.047561    0.055518    0.197123    
  0.349674    0.981672    0.747882    
  0.979544    0.379217    0.252710    
  0.915400    0.717328    0.631849    
  0.285415    0.179570    0.367256    
  0.112186    0.845717    0.824340    
  0.749991    0.261145    0.174855    
  0.503104    0.895214    0.408488    
  0.138858    0.497899    0.591156    
  0.461502    0.539290    0.102868    
  0.833552    0.063788    0.896747    
  0.834776    0.541190    0.657146    
  0.464671    0.065703    0.343721    
  0.138129    0.897114    0.855431    
  0.500414    0.499813    0.145403    
  0.746814    0.843833    0.380505    
  0.110969    0.259276    0.619818    
  0.288097    0.715443    0.076904    
  0.916137    0.177701    0.923513    
  0.976854    0.983572    0.051179    
  0.348945    0.381132    0.948711    
  0.050731    0.581687    0.499469    
  0.686461    0.057434    0.500390    
  0.564696    0.661214    0.766730    
  0.202282    0.199705    0.232617    
  0.399910    0.775017    0.713124    
  0.770129    0.360321    0.286316    
  0.802188    0.808795    0.983245    
  0.430105    0.333370    0.017355    
  0.233210    0.625719    0.536908    
  0.597488    0.228357    0.463721    
  0.655289    0.615284    0.198846    
  0.017695    0.030666    0.801318    
  0.317130    0.947770    0.250499    
  0.946903    0.410089    0.749574    
  0.886672    0.743363    0.369466    
  0.256769    0.140984    0.630157    
  0.078421    0.818102    0.173133    
  0.716129    0.293788    0.826519    
  0.532719    0.924851    0.592883    
  0.168570    0.463281    0.406304    
  0.494380    0.515154    0.894533    
  0.866348    0.100519    0.104565    
  0.843781    0.882320    0.480953    
  0.481525    0.482501    0.518973    
  0.183312    0.558557    0.038467    
  0.553388    0.080675    0.961370    
  0.697737    0.700466    0.696499    
  0.069726    0.160328    0.302873    
  0.267354    0.861139    0.752113    
  0.903169    0.274064    0.247287    
  0.967328    0.564934    0.868155    
  0.331627    0.042069    0.132748    
  0.005085    0.998988    0.675664    
  0.632966    0.398058    0.325149    
  0.614229    0.758080    0.091508    
  0.244038    0.344895    0.908839    
  0.421166    0.676569    0.397127    
  0.783552    0.216448    0.603249    
  0.753628    0.641997    0.158455    
  0.389321    0.242239    0.841128    
  0.210973    0.794857    0.352901    
  0.583084    0.316914    0.646775    
  0.665788    0.964232    0.881881    
  0.035986    0.424033    0.117284    
  0.361795    0.601407    0.574307    
  0.999417    0.014393    0.424827    
  0.934769    0.832426    0.553469    
  0.297033    0.309622    0.447091    
  0.100137    0.727478    0.997911    
  0.730068    0.126487    0.002742    
  0.522733    0.529661    0.269079    
  0.150736    0.116414    0.731063    
  0.450170    0.909027    0.211508    
  0.814347    0.448967    0.788601    
  0.824908    0.873901    0.224400    
  0.439125    0.272988    0.776229    
  0.147502    0.689853    0.295738    
  0.525481    0.167002    0.704862    
  0.725371    0.551606    0.937992    
  0.105327    0.091500    0.062082    
  0.310035    0.883120    0.511337    
  0.922259    0.469950    0.488826    
  0.986540    0.683475    0.610640    
  0.374187    0.205608    0.389012    
  0.040565    0.757234    0.931974    
  0.660723    0.357431    0.067649    
  0.586199    0.986179    0.332040    
  0.208351    0.399120    0.667056    
  0.378887    0.575502    0.155390    
  0.764556    0.035379    0.843797    
  0.795944    0.602514    0.417923    
  0.408289    0.001539    0.582911    
  0.238974    0.957466    0.094638    
  0.618808    0.434676    0.906228    
  0.630344    0.783941    0.639396    
  0.008200    0.323895    0.361020    
  0.342555    0.654579    0.817997    
  0.956894    0.241348    0.182326    
  0.892124    0.919898    0.811976    
  0.277914    0.441969    0.187882    
  0.072474    0.517033    0.738687    
  0.694503    0.117291    0.261203    
  0.558578    0.726324    0.025633    
  0.178614    0.139327    0.973808    
  0.469016    0.839146    0.454237    
  0.856784    0.298962    0.545109    
  0.869581    0.706739    0.915393    
  0.491631    0.182470    0.084284    
  0.158009    0.858626    0.595948    
  0.543764    0.256172    0.403635    
  0.703127    0.899945    0.136799    
  0.090932    0.485235    0.862333    
  0.261467    0.536148    0.319373    
  0.881483    0.074623    0.679792    
  0.942323    0.772170    0.310418    
  0.322194    0.374854    0.690235    
  0.030571    0.666241    0.240977    
  0.642896    0.190739    0.759583    
  0.607923    0.590376    0.524016    
  0.222283    0.052618    0.476094    
  0.426991    0.968762    0.956586    
  0.804811    0.384190    0.043556    
  0.775193    0.943032    0.725959    
  0.395330    0.418701    0.273878    
  0.189889    0.618296    0.793446    
  0.577572    0.015902    0.206480    
  0.675534    0.640206    0.439606    
  0.061167    0.225556    0.559794    
  0.351568    0.799906    0.008990    
  0.973740    0.338320    0.990381    
  0.913388    0.500652    0.113172    
  0.291330    0.103275    0.887642    
  0.122014    0.933725    0.430663    
  0.736252    0.458284    0.570240    
  0.512925    0.822826    0.834635    
  0.125127    0.285129    0.165741    
  0.459482    0.740335    0.654016    
  0.839474    0.155702    0.346332    
  0.841458    0.995203    0.814337    
  0.453836    0.393053    0.186474    
  0.130956    0.569942    0.635732    
  0.510758    0.045856    0.365173    
  0.742020    0.673028    0.098299    
  0.119909    0.211198    0.902080    
  0.293375    0.763332    0.421587    
  0.907681    0.348438    0.578759    
  0.971817    0.560633    0.458386    
  0.357641    0.085437    0.541450    
  0.055276    0.877556    0.029785    
  0.677273    0.480423    0.970143    
  0.571622    0.863459    0.734539    
  0.191690    0.278582    0.264863    
  0.393468    0.695946    0.807824    
  0.781205    0.158006    0.191546    
  0.810640    0.731503    0.515490    
  0.424824    0.129292    0.485162    
  0.224266    0.829619    0.942140    
  0.602277    0.305594    0.058421    
  0.644941    0.913296    0.291586    
  0.024865    0.451527    0.708526    
  0.327962    0.527098    0.220251    
  0.940218    0.112143    0.779889    
  0.875592    0.789123    0.151726    
  0.263207    0.313865    0.847949    
  0.089009    0.645048    0.328381    
  0.709199    0.247976    0.671205    
  0.541902    0.595917    0.935638    
  0.164021    0.011100    0.063497    
  0.485680    0.967527    0.614300    
  0.871381    0.429525    0.384864    
  0.854862    0.584248    0.013139    
  0.475088    0.061703    0.986721    
  0.172724    0.979300    0.443759    
  0.560317    0.378569    0.556130    
  0.688553    0.777821    0.789298    
  0.074275    0.364346    0.210140    
  0.276053    0.657187    0.721807    
  0.898136    0.196898    0.277542    
  0.958877    0.893821    0.650355    
  0.336909    0.494323    0.350481    
  0.014029    0.546682    0.830972    
  0.628177    0.068998    0.169894    
  0.624576    0.712394    0.434323    
  0.236868    0.171967    0.566092    
  0.410334    0.849569    0.116836    
  0.790237    0.262326    0.883489    
  0.758665    0.812852    0.315709    
  0.380626    0.290247    0.683944    
  0.206428    0.746906    0.133140    
  0.592272    0.146236    0.866482    
  0.658862    0.510149    0.599612    
  0.046577    0.096734    0.399483    
  0.368236    0.928638    0.919053    
  0.988341    0.468288    0.080135    
  0.928088    0.630237    0.960739    
  0.307868    0.230677    0.039892    
  0.107311    0.806473    0.528164    
  0.719725    0.328850    0.472433    
  0.527526    0.952532    0.236825    
  0.141796    0.412165    0.763247    
  0.444893    0.613206    0.306270    
  0.822802    0.025902    0.693895    
  0.820175    0.671737    0.254648    
  0.448003    0.194038    0.745914    
  0.152719    0.768873    0.202998    
  0.517086    0.369360    0.797653    
  0.732114    0.974502    0.532759    
  0.094431    0.387245    0.467381    
  0.302801    0.587324    0.979093    
  0.932664    0.046880    0.021019    
  0.993527    0.854351    0.890872    
  0.363534    0.253606    0.108713    
  0.034063    0.709304    0.589219    
  0.671860    0.186743    0.410456    
  0.581223    0.532117    0.176793    
  0.216986    0.071812    0.822371    
  0.383371    0.902754    0.373130    
  0.755429    0.489264    0.626005    
  0.785535    0.931407    0.073240    
  0.415520    0.453768    0.927665    
  0.249867    0.505165    0.376845    
  0.612062    0.105591    0.623967    
  0.638735    0.738260    0.859096    
  0.002980    0.150942    0.141251    
  0.333672    0.827584    0.660806    
  0.961622    0.287201    0.339573    
  0.901246    0.621835    0.717277    
  0.273426    0.021150    0.282652    
  0.063835    0.937786    0.770878    
  0.699475    0.415164    0.228956    
  0.547438    0.803690    0.495316    
  0.185113    0.343324    0.504053    
  0.479665    0.635204    0.047031    
  0.849794    0.221775    0.952371    
  0.860458    0.752474    0.570646    
  0.496119    0.355357    0.428975    
  0.166647    0.685547    0.878217    
  0.538791    0.210366    0.121436    
  0.714268    0.570986    0.356562    
  0.084434    0.033060    0.642627    
  0.250819    0.988495    0.162119    
  0.888473    0.403634    0.836976    
  0.952731    0.694857    0.215657    
  0.314963    0.170785    0.784942    
  0.019678    0.870120    0.273231    
  0.649642    0.267986    0.727399    
  0.599533    0.888368    0.993763    
  0.227504    0.473489    0.006402    
  0.435874    0.548069    0.549317    
  0.800083    0.086253    0.450755    
  0.768206    0.520087    0.756266    
  0.405982    0.123031    0.243623    
  0.196391    0.914160    0.700647    
  0.566435    0.438917    0.299213    
  0.680510    0.842445    0.034315    
  0.052532    0.304458    0.965034    
  0.347084    0.720830    0.476805    
  0.982867    0.136030    0.522633    
  0.918120    0.954655    0.393463    
  0.282451    0.430645    0.607402    
  0.116798    0.606543    0.087849    
  0.744646    0.004348    0.912988    
  0.506182    0.652012    0.679329    
  0.136024    0.237073    0.320997    
  0.466717    0.788214    0.871815    
  0.829070    0.326460    0.128600    
  0.829331    0.648520    0.799994    
  0.464971    0.235838    0.199353    
  0.135263    0.785755    0.742361    
  0.507443    0.326138    0.257079    
  0.745419    0.955252    0.021944    
  0.115549    0.432891    0.977947    
  0.282171    0.608052    0.466204    
  0.919846    0.007626    0.533654    
  0.984128    0.840902    0.413769    
  0.346322    0.301267    0.586554    
  0.050786    0.720329    0.106140    
  0.680771    0.133758    0.894277    
  0.568162    0.522634    0.627910    
  0.196111    0.123319    0.372956    
  0.404733    0.917625    0.822167    
  0.768979    0.440246    0.178668    
  0.799329    0.888721    0.622118    
  0.437126    0.475978    0.377068    
  0.227772    0.549333    0.927797    
  0.597780    0.089777    0.071300    
  0.649355    0.691608    0.336202    
  0.021413    0.169308    0.663421    
  0.315728    0.867906    0.143897    
  0.951490    0.267419    0.855756    
  0.886720    0.573288    0.228081    
  0.251088    0.033593    0.772082    
  0.085686    0.991717    0.283764    
  0.713514    0.405207    0.716310    
  0.537550    0.751176    0.949982    
  0.167412    0.351922    0.050618    
  0.497853    0.685290    0.507671    
  0.860170    0.207850    0.492957    
  0.851547    0.802028    0.124650    
  0.479395    0.340015    0.875698    
  0.183859    0.634577    0.426486    
  0.548190    0.219377    0.573891    
  0.700718    0.624508    0.838797    
  0.063071    0.021564    0.162106    
  0.271693    0.941369    0.642522    
  0.901535    0.416612    0.358291    
  0.962375    0.734643    0.729640    
  0.332419    0.149582    0.269731    
  0.002711    0.825007    0.781472    
  0.640487    0.286761    0.217928    
  0.612350    0.932122    0.451596    
  0.248133    0.456132    0.548331    
  0.414755    0.506800    0.005325    
  0.786777    0.108996    0.994512    
  0.754168    0.534544    0.298436    
  0.384132    0.072471    0.701706    
  0.218730    0.906094    0.244651    
  0.580961    0.490955    0.755459    
  0.670134    0.852935    0.520327    
  0.034343    0.250052    0.480233    
  0.364784    0.708920    0.968553    
  0.992755    0.184102    0.032100    
  0.932402    0.974973    0.911239    
  0.304546    0.389852    0.087927    
  0.095191    0.588714    0.607449    
  0.730853    0.050529    0.391684    
  0.516314    0.668363    0.125313    
  0.153969    0.192434    0.874270    
  0.448284    0.766540    0.323543    
  0.818450    0.368675    0.676134    
  0.823513    0.950043    0.365304    
  0.443704    0.411812    0.633793    
  0.141576    0.609682    0.184626    
  0.529190    0.024638    0.814560    
  0.719926    0.631714    0.581404    
  0.105627    0.233926    0.418247    
  0.307169    0.807040    0.898710    
  0.929288    0.331064    0.100914    
  0.990006    0.509616    0.971255    
  0.368016    0.094432    0.028818    
  0.045388    0.927065    0.540574    
  0.659573    0.465066    0.459589    
  0.593472    0.816288    0.195165    
  0.205728    0.291545    0.805464    
  0.378942    0.749421    0.262473    
  0.758866    0.146493    0.738126    
  0.790010    0.713629    0.054868    
  0.412006    0.175458    0.944572    
  0.237572    0.849891    0.487502    
  0.623395    0.264786    0.511845    
  0.627485    0.891576    0.778712    
  0.015222    0.493726    0.221146    
  0.337117    0.543404    0.709451    
  0.957186    0.067489    0.290439    
  0.896955    0.781012    0.668632    
  0.276756    0.365889    0.331785    
  0.075947    0.659459    0.851262    
  0.688325    0.197399    0.149061    
  0.558626    0.583960    0.384659    
  0.172932    0.059157    0.616175    
  0.476281    0.977971    0.065402    
  0.854170    0.375104    0.935465    
  0.872562    0.595258    0.557158    
  0.484976    0.008673    0.442952    
  0.162348    0.965835    0.985945    
  0.542129    0.426185    0.014198    
  0.710892    0.792677    0.281061    
  0.088801    0.315282    0.719593    
  0.262015    0.647689    0.207834    
  0.876285    0.248360    0.792725    
  0.940444    0.910689    0.169941    
  0.326288    0.451056    0.829192    
  0.024161    0.523449    0.348732    
  0.646121    0.110753    0.650434    
  0.602970    0.733107    0.886036    
  0.223075    0.132666    0.113641    
  0.424617    0.830304    0.562805    
  0.812332    0.307927    0.436778    
  0.779539    0.866768    0.863993    
  0.393687    0.280244    0.136384    
  0.192878    0.698344    0.687158    
  0.570910    0.158633    0.313190    
  0.676074    0.560220    0.080030    
  0.055977    0.082764    0.920783    
  0.359325    0.876108    0.401305    
  0.971618    0.476840    0.599599    
  0.906969    0.674389    0.468964    
  0.294562    0.214816    0.530436    
  0.120128    0.763772    0.042133    
  0.740355    0.351015    0.957239    
  0.510558    0.992839    0.692818    
  0.132641    0.392338    0.307019    
  0.454536    0.566537    0.764088    
  0.840258    0.044221    0.235838    
  0.838213    0.821466    0.705303    
  0.460242    0.281511    0.294100    
  0.126872    0.739894    0.774560    
  0.512663    0.153125    0.224810    
  0.734527    0.503015    0.491650    
  0.122295    0.103990    0.508185    
  0.292579    0.937129    0.059020    
  0.912616    0.459919    0.940908    
  0.973478    0.636897    0.069062    
  0.353313    0.223894    0.931316    
  0.061927    0.797508    0.388324    
  0.674273    0.337693    0.612023    
  0.576800    0.943445    0.847602    
  0.191139    0.421374    0.153210    
  0.395611    0.619744    0.664968    
  0.773467    0.019486    0.335937    
  0.806563    0.592983    0.902374    
  0.426722    0.053090    0.096761    
  0.221029    0.972411    0.585065    
  0.608676    0.385580    0.414099    
  0.644138    0.770566    0.180963    
  0.029807    0.371479    0.818713    
  0.320460    0.665556    0.361644    
  0.942612    0.188406    0.637941    
  0.882236    0.900604    0.258321    
  0.260214    0.487662    0.741791    
  0.090662    0.537839    0.191016    
  0.704879    0.077963    0.809124    
  0.544052    0.703185    0.544726    
  0.156276    0.181053    0.455925    
  0.490867    0.855985    0.975404    
  0.870823    0.255788    0.025158    
  0.856031    0.723134    0.404964    
  0.470268    0.137783    0.595450    
  0.178883    0.836874    0.083694    
  0.556825    0.298461    0.916631    
  0.694216    0.920185    0.683498    
  0.074208    0.444516    0.317338    
  0.278680    0.518363    0.860329    
  0.890882    0.120756    0.140536    
  0.955140    0.782706    0.759940    
  0.342823    0.320404    0.239499    
  0.009453    0.654257    0.688665    
  0.629590    0.238889    0.310683    
  0.617567    0.604759    0.046282    
  0.239739    0.002136    0.953578    
  0.410024    0.960744    0.473116    
  0.795656    0.436186    0.526772    
  0.764817    0.986711    0.203682    
  0.377141    0.401422    0.796389    
  0.207589    0.577075    0.276912    
  0.587460    0.038600    0.723252    
  0.661496    0.680040    0.990097    
  0.039316    0.204309    0.010533    
  0.373907    0.754719    0.561306    
  0.988267    0.357173    0.439292    
  0.923519    0.554095    0.566469    
  0.309274    0.091853    0.432625    
  0.103582    0.886643    0.889696    
  0.725632    0.471214    0.109493    
  0.527207    0.872424    0.345068    
  0.147222    0.269739    0.654586    
  0.437876    0.689286    0.166281    
  0.825681    0.164788    0.833340    
  0.812682    0.529189    0.147556    
  0.450389    0.113807    0.851607    
  0.151924    0.907636    0.339867    
  0.522021    0.445318    0.659269    
  0.728869    0.835800    0.924137    
  0.100837    0.311225    0.075448    
  0.298717    0.729810    0.618454    
  0.934569    0.127172    0.381220    
  0.998705    0.961804    0.503523    
  0.362983    0.423374    0.496617    
  0.036205    0.598067    0.945829    
  0.664122    0.012702    0.054282    
  0.582884    0.643414    0.287912    
  0.212657    0.245793    0.712649    
  0.390022    0.795241    0.232233    
  0.752429    0.319555    0.768418    
  0.784732    0.761698    0.462052    
  0.420462    0.346255    0.537318    
  0.242365    0.679146    0.017795    
  0.614456    0.216889    0.981607    
  0.634659    0.564219    0.746513    
  0.004878    0.039705    0.253415    
  0.330435    0.997353    0.804142    
  0.968021    0.394654    0.195693    
  0.903396    0.702127    0.825831    
  0.265681    0.163636    0.174515    
  0.069022    0.861766    0.631571    
  0.698917    0.276462    0.368808    
  0.554081    0.879647    0.102476    
  0.182120    0.482088    0.898429    
  0.481318    0.554974    0.410109    
  0.845474    0.079227    0.590703    
  0.866121    0.922549    0.964405    
  0.496052    0.462748    0.035761    
  0.169274    0.511933    0.516175    
  0.531537    0.098946    0.483896    
  0.715436    0.744662    0.248799    
  0.079613    0.144419    0.751799    
  0.256978    0.818360    0.302589    
  0.884981    0.296303    0.698042    
  0.945722    0.614930    0.327203    
  0.317833    0.028177    0.671985    
  0.019368    0.946506    0.128978    
  0.655061    0.406566    0.870117    
  0.595796    0.812044    0.603789    
  0.233418    0.334847    0.395832    
  0.431298    0.627933    0.907575    
  0.801496    0.228924    0.092079    
  0.770840    0.662757    0.646186    
  0.398721    0.202895    0.354139    
  0.202062    0.775518    0.842458    
  0.566361    0.362593    0.157958    
  0.686661    0.981025    0.422822    
  0.049047    0.380844    0.578043    
  0.348245    0.578222    0.120990    
  0.978055    0.056104    0.879846    
  0.917801    0.847324    0.001172    
  0.287877    0.260510    0.998176    
  0.109781    0.717902    0.447447    
  0.747525    0.178023    0.551991    
  0.501614    0.540593    0.785624    
  0.137430    0.063458    0.214264    
  0.462987    0.895605    0.733789    
  0.834977    0.496535    0.266071    
  0.832295    0.897521    0.037944    
  0.462252    0.498434    0.962679    
  0.140608    0.542508    0.482201    
  0.502831    0.065358    0.518389    
  0.748253    0.716032    0.753491    
  0.112470    0.176139    0.246588    
  0.286653    0.845456    0.695861    
  0.914631    0.258625    0.304312    
  0.979272    0.580136    0.674165    
  0.351423    0.058004    0.325481    
  0.048311    0.982941    0.868426    
  0.683980    0.382743    0.131187    
  0.563191    0.773649    0.397528    
  0.200837    0.360708    0.601574    
  0.401410    0.660888    0.089895    
  0.771568    0.201011    0.909302    
  0.804666    0.626064    0.352447    
  0.432523    0.227039    0.648397    
  0.230729    0.810174    0.160138    
  0.595068    0.332964    0.840735    
  0.653844    0.948421    0.575860    
  0.016190    0.408466    0.424547    
  0.318569    0.616846    0.881542    
  0.948403    0.030076    0.118776    
  0.884252    0.816490    0.996480    
  0.254289    0.294419    0.003387    
  0.080838    0.742793    0.554175    
  0.718607    0.142534    0.445721    
  0.534219    0.513848    0.212085    
  0.170010    0.100845    0.787346    
  0.492874    0.924464    0.267762    
  0.864904    0.464648    0.731578    
  0.846203    0.556995    0.853817    
  0.484008    0.081264    0.145865    
  0.180896    0.881670    0.657547    
  0.550911    0.484124    0.342046    
  0.696235    0.859760    0.077175    
  0.068285    0.274471    0.921952    
  0.268858    0.700120    0.379006    
  0.904613    0.161646    0.620150    
  0.964851    0.999375    0.498831    
  0.329211    0.396691    0.501828    
  0.007567    0.566240    0.052557    
  0.635387    0.041743    0.948013    
  0.615672    0.677139    0.714373    
  0.245543    0.214898    0.285732    
  0.419726    0.759692    0.766207    
  0.782050    0.344263    0.233926    
  0.751212    0.793234    0.535591    
  0.386845    0.317565    0.464236    
  0.213394    0.641408    0.983822    
  0.585566    0.243802    0.016099    
  0.667292    0.600089    0.251205    
  0.037429    0.014739    0.748205    
  0.360294    0.963825    0.197414    
  0.997977    0.425412    0.801962    
  0.937251    0.727804    0.172793    
  0.299454    0.125180    0.828011    
  0.097660    0.833793    0.371019    
  0.727652    0.309235    0.629878    
  0.521292    0.909658    0.896215    
  0.149234    0.447355    0.104171    
  0.451613    0.531212    0.592429    
  0.815851    0.115844    0.407926    
  0.826409    0.691171    0.597630    
  0.440565    0.166657    0.403243    
  0.145998    0.874308    0.914940    
  0.524037    0.271609    0.085904    
  0.722950    0.884743    0.319034    
  0.102846    0.469300    0.681283    
  0.312452    0.552195    0.138352    
  0.924736    0.089938    0.862056    
  0.985097    0.756603    0.241682    
  0.372682    0.359043    0.758214    
  0.042005    0.681925    0.308988    
  0.662224    0.206178    0.690879    
  0.588677    0.575176    0.955271    
  0.210767    0.036685    0.044071    
  0.376405    0.984811    0.524592    
  0.762135    0.399508    0.474839    
  0.794439    0.958845    0.794693    
  0.406846    0.434270    0.205897    
  0.240475    0.602859    0.725437    
  0.620248    0.000221    0.275186    
  0.632760    0.656141    0.008354    
  0.010678    0.240759    0.991819    
  0.340134    0.784591    0.440983    
  0.954412    0.322273    0.559096    
  0.893564    0.516462    0.430933    
  0.279416    0.118842    0.568681    
  0.071030    0.918286    0.111673    
  0.692998    0.442601    0.887973    
  0.556096    0.838759    0.652403    
  0.176194    0.300330    0.346793    
  0.471493    0.725018    0.835036    
  0.859201    0.139653    0.164067    
  0.868141    0.857976    0.296313    
  0.490130    0.257795    0.703607    
  0.159453    0.705177    0.223084    
  0.545269    0.183059    0.776743    
  0.705608    0.535803    0.509908    
  0.093352    0.075940    0.489470    
  0.258990    0.898566    0.938697    
  0.879066    0.485641    0.060713    
  0.943828    0.667548    0.933526    
  0.323638    0.190413    0.067371    
  0.029071    0.772557    0.610301    
  0.641456    0.373486    0.390503    
  0.605506    0.970373    0.154936    
  0.219805    0.383559    0.845417    
  0.429411    0.590947    0.333722    
  0.807292    0.051067    0.666664    
  0.776637    0.617707    0.095039    
  0.396835    0.017464    0.904554    
  0.188449    0.941409    0.416310    
  0.576071    0.419352    0.583372    
  0.673056    0.799500    0.816498    
  0.058750    0.339699    0.182657    
  0.354049    0.638888    0.639667    
  0.976161    0.225901    0.359461    
  0.911887    0.935093    0.740064    
  0.289890    0.457897    0.260505    
  0.123520    0.500978    0.811339    
  0.737696    0.101968    0.189320    
  0.515345    0.741885    0.453715    
  0.127609    0.155132    0.546418    
  0.457065    0.823458    0.026879    
  0.836996    0.283517    0.973224    
  0.842947    0.568559    0.445135    
  0.455265    0.046259    0.555432    
  0.129470    0.994862    0.012502    
  0.509333    0.394374    0.988158    
  0.739619    0.761766    0.721285    
  0.117446    0.349023    0.278850    
  0.295780    0.672381    0.790545    
  0.910147    0.212825    0.209557    
  0.970393    0.878131    0.831371    
  0.356155    0.478876    0.168219    
  0.056705    0.562241    0.648742    
  0.678763    0.084801    0.350942    
  0.574087    0.696337    0.115337    
  0.194095    0.156642    0.883821    
  0.391006    0.864762    0.434593    
  0.778803    0.278252    0.564532    
  0.809154    0.828297    0.134691    
  0.423400    0.305936    0.866204    
  0.225756    0.731101    0.315371    
  0.603706    0.130674    0.685436    
  0.647346    0.525471    0.918600    
  0.027331    0.112789    0.081756    
  0.325560    0.912710    0.601294    
  0.937755    0.453093    0.399090    
  0.877021    0.645683    0.528740    
  0.264697    0.246368    0.471179    
  0.087584    0.790670    0.959423    
  0.707714    0.313291    0.040406    
  0.539439    0.967857    0.304840    
  0.161619    0.428222    0.694539    
  0.488146    0.597280    0.237530    
  0.873786    0.010709    0.761878    
  0.853433    0.979886    0.636003    
  0.473599    0.377003    0.363613    
  0.174149    0.585875    0.812838    
  0.561803    0.061057    0.186806    
  0.691015    0.657589    0.419974    
  0.076676    0.195515    0.579220    
  0.273587    0.779143    0.098699    
  0.895730    0.364004    0.900406    
  0.960363    0.545318    0.031032    
  0.338334    0.069389    0.969561    
  0.012540    0.893491    0.457864    
  0.626749    0.495626    0.542757    
  0.622171    0.848022    0.807187    
  0.234402    0.262901    0.192984    
  0.412735    0.711759    0.735916    
  0.792699    0.173574    0.264166    
  0.760090    0.747553    0.942846    
  0.382112    0.144609    0.057052    
  0.204999    0.814418    0.514060    
  0.590783    0.289661    0.485806    
  0.656395    0.928979    0.218936    
  0.044172    0.466967    0.780403    
  0.370698    0.511532    0.292161    
  0.990742    0.096332    0.707271    
  0.926598    0.805170    0.330062    
  0.306440    0.329180    0.670812    
  0.108797    0.629845    0.151273    
  0.721150    0.232041    0.849570    
  0.529927    0.611598    0.613961    
  0.144258    0.026537    0.386355    
  0.442487    0.951958    0.937190    
  0.820336    0.413712    0.063219    
  0.817714    0.768531    0.877877    
  0.445602    0.370682    0.122928    
  0.155186    0.670354    0.572200    
  0.519492    0.194440    0.428696    
  0.733542    0.586677    0.163802    
  0.095920    0.048507    0.836582    
  0.301375    0.972936    0.356107    
  0.931177    0.387831    0.644249    
  0.995933    0.710912    0.271915    
  0.366001    0.186108    0.727915    
  0.031662    0.854925    0.216233    
  0.669398    0.252059    0.783686    
  0.579737    0.904057    0.550023    
  0.215560    0.488934    0.449385    
  0.384860    0.532508    0.992332    
  0.756857    0.070448    0.007048    
  0.788002    0.504763    0.700010    
  0.417926    0.106974    0.300651    
  0.247405    0.930085    0.757643    
  0.609661    0.454110    0.242924    
  0.637309    0.826999    0.478053    
  0.001494    0.288767    0.522049    
  0.335100    0.736633    0.033792    
  0.963111    0.151589    0.966343    
  0.898846    0.939333    0.086234    
  0.270965    0.414590    0.913450    
  0.066241    0.622470    0.393865    
  0.701942    0.019543    0.605727    
  0.548926    0.636568    0.872086    
  0.186541    0.221384    0.127039    
  0.478178    0.804020    0.677829    
  0.848369    0.342021    0.321329    
  0.862860    0.687175    0.201567    
  0.498582    0.209719    0.798299    
  0.164243    0.753060    0.255354    
  0.536325    0.353791    0.744544    
  0.712777    0.989817    0.979669    
  0.083004    0.403293    0.019763    
  0.252304    0.571389    0.531443    
  0.889898    0.031677    0.467896    
  0.950266    0.869790    0.588764    
  0.312558    0.269289    0.412077    
  0.022141    0.693493    0.892555    
  0.652044    0.171176    0.108320    
  0.600957    0.547434    0.374683    
  0.228989    0.087861    0.625726    
  0.434444    0.886821    0.176453    
  0.798593    0.474063    0.823863    
  0.765801    0.915726    0.375345    
  0.403517    0.438331    0.624299    
  0.198793    0.520734    0.073511    
  0.568898    0.121404    0.926105    
  0.681995    0.722213    0.661207    
  0.053956    0.135627    0.337898    
  0.345594    0.842787    0.857481    
  0.981438    0.303136    0.141713    
  0.920583    0.606152    0.770356    
  0.284853    0.005711    0.230265    
  0.114332    0.953353    0.718524    
  0.742242    0.430975    0.282067    
  0.504753    0.787640    0.048408    
  0.134534    0.328007    0.951673    
  0.468141    0.650404    0.494679    
  0.830555    0.237708    0.505492    
