# Omega_m     sigma_8     h           
  0.486637    0.624028    0.715298    
  0.462343    1.117878    0.689763    
  0.207233    0.765643    0.710257    
  0.126622    1.021474    0.600106    
  0.378605    0.697400    0.799921    
  0.321061    0.933912    0.746655    
  0.172252    0.647192    0.653477    
  0.293097    1.128170    0.757376    
  0.438784    0.888288    0.642738    
  0.445463    0.907953    0.668308    
  0.297460    0.659163    0.731774    
  0.168696    1.153771    0.629419    
  0.313577    0.876819    0.770644    
  0.386746    1.091992    0.723625    
  0.132441    0.777394    0.676544    
  0.202221    1.047148    0.785139    
  0.453398    0.685712    0.615036    
  0.479251    1.167523    0.789305    
  0.228120    0.844904    0.610581    
  0.106787    0.968030    0.700417    
  0.361040    0.617251    0.699451    
  0.337724    0.976562    0.646185    
  0.192797    0.738136    0.753788    
  0.273115    1.086408    0.657699    
  0.421170    0.801143    0.742281    
  0.409323    1.066140    0.603810    
  0.260451    0.817314    0.796206    
  0.179840    0.997859    0.692307    
  0.325584    0.720944    0.707727    
  0.374095    0.947873    0.760700    
  0.119024    0.633311    0.639425    
  0.239869    1.189003    0.749576    
  0.491818    0.827530    0.650542    
  0.466160    1.030397    0.726370    
  0.214166    0.707742    0.673451    
  0.144874    1.107430    0.764868    
  0.399996    0.756687    0.634971    
  0.301241    1.137129    0.681698    
  0.155543    0.898739    0.718231    
  0.284601    0.923574    0.620574    
  0.433421    0.638273    0.779349    
  0.433910    0.924714    0.731429    
  0.285869    0.639422    0.668744    
  0.155252    1.138269    0.771086    
  0.300166    0.899888    0.629081    
  0.398725    1.106300    0.676101    
  0.144388    0.755565    0.723964    
  0.215239    1.029266    0.615381    
  0.466455    0.706621    0.784703    
  0.490742    1.190143    0.610236    
  0.239578    0.828679    0.789742    
  0.120292    0.949012    0.699894    
  0.374584    0.634460    0.700078    
  0.325878    0.996728    0.753346    
  0.180913    0.719823    0.646523    
  0.259964    1.065010    0.742625    
  0.408052    0.816192    0.657263    
  0.420875    1.085277    0.796649    
  0.272042    0.800022    0.603471    
  0.193284    0.975431    0.707382    
  0.338995    0.737014    0.692744    
  0.362115    0.969170    0.639769    
  0.107078    0.618399    0.760264    
  0.226852    1.168662    0.650100    
  0.478761    0.846054    0.749915    
  0.454669    1.046018    0.673893    
  0.202708    0.684590    0.726031    
  0.131368    1.090861    0.634627    
  0.386451    0.776273    0.765304    
  0.313087    1.154911    0.718577    
  0.167428    0.877968    0.681261    
  0.297752    0.909093    0.778907    
  0.446539    0.660312    0.620913    
  0.437513    1.129392    0.696191    
  0.292610    0.889501    0.703795    
  0.173325    0.935134    0.607693    
  0.321355    0.648405    0.792274    
  0.379095    1.020279    0.739300    
  0.127890    0.696197    0.660575    
  0.206942    1.116683    0.750423    
  0.461268    0.764438    0.649457    
  0.486931    0.938960    0.773631    
  0.232651    0.625241    0.626550    
  0.102034    1.199393    0.735133    
  0.353186    0.838835    0.665030    
  0.345692    1.054848    0.618302    
  0.197615    0.806937    0.781768    
  0.268467    1.005942    0.679425    
  0.413421    0.729869    0.720650    
  0.401451    0.985198    0.631691    
  0.255729    0.745344    0.768226    
  0.184389    1.076914    0.670580    
  0.333234    0.790149    0.729355    
  0.366315    1.178539    0.776376    
  0.114394    0.854420    0.623457    
  0.244718    0.960844    0.714861    
  0.499767    0.608636    0.684965    
  0.473908    1.099455    0.710694    
  0.218813    0.785773    0.689418    
  0.140055    1.036487    0.799582    
  0.392027    0.675892    0.600548    
  0.309093    0.917796    0.653816    
  0.160294    0.669849    0.746213    
  0.280068    1.145416    0.642302    
  0.425739    0.869380    0.757720    
  0.429963    1.124341    0.644880    
  0.275650    0.763793    0.755246    
  0.159001    1.013912    0.659148    
  0.310192    0.700201    0.740972    
  0.390148    0.930964    0.787598    
  0.142131    0.654900    0.612416    
  0.224014    1.129872    0.702267    
  0.468904    0.881970    0.697765    
  0.494616    1.010085    0.722128    
  0.249675    0.723365    0.677802    
  0.116226    1.054340    0.786395    
  0.364289    0.814459    0.613530    
  0.334480    1.191707    0.666408    
  0.183340    0.839472    0.733411    
  0.251555    0.945301    0.631078    
  0.405822    0.621227    0.768759    
  0.418377    0.961508    0.683585    
  0.263316    0.600924    0.716582    
  0.195590    1.174479    0.618928    
  0.347523    0.860806    0.781246    
  0.352138    1.070365    0.727879    
  0.103280    0.794337    0.672204    
  0.237022    0.992747    0.763599    
  0.482757    0.744809    0.636465    
  0.456849    1.151939    0.762395    
  0.211166    0.865182    0.637576    
  0.128990    0.910220    0.747737    
  0.377801    0.670375    0.652241    
  0.323431    1.035795    0.605127    
  0.171446    0.683596    0.794762    
  0.287606    1.103488    0.690847    
  0.442714    0.779377    0.709022    
  0.447832    1.024044    0.783079    
  0.296652    0.709482    0.616857    
  0.163204    1.115176    0.719190    
  0.317505    0.753703    0.680727    
  0.381251    1.139967    0.627360    
  0.136373    0.891141    0.772467    
  0.204587    0.921689    0.663875    
  0.452593    0.644774    0.735958    
  0.476929    1.063302    0.662084    
  0.228877    0.824912    0.738047    
  0.112229    0.999745    0.648195    
  0.357158    0.714443    0.751917    
  0.343169    0.954226    0.704803    
  0.188913    0.631571    0.695219    
  0.270796    1.181257    0.791317    
  0.421924    0.830514    0.608711    
  0.410077    1.165819    0.745192    
  0.258132    0.851221    0.654776    
  0.175956    0.970978    0.758689    
  0.331029    0.609541    0.641296    
  0.370214    0.984123    0.687921    
  0.124467    0.735334    0.711959    
  0.240627    1.079944    0.601798    
  0.489496    0.802992    0.798076    
  0.465355    0.900391    0.622634    
  0.216532    0.661965    0.777528    
  0.148806    1.160235    0.686133    
  0.394501    0.874970    0.714048    
  0.305170    1.093696    0.766927    
  0.150051    0.771077    0.633148    
  0.283793    1.044201    0.730803    
  0.435790    0.693421    0.669266    
  0.436583    1.197122    0.762867    
  0.281534    0.835832    0.637295    
  0.152382    0.941965    0.727146    
  0.304303    0.627514    0.673035    
  0.396808    1.003817    0.619660    
  0.147964    0.726719    0.780416    
  0.217350    1.057999    0.684317    
  0.463072    0.809063    0.715752    
  0.488727    0.936380    0.691677    
  0.243056    0.651262    0.708290    
  0.122111    1.126534    0.605957    
  0.370909    0.888254    0.794029    
  0.328649    1.118076    0.746908    
  0.176676    0.767149    0.652973    
  0.257387    1.017568    0.761565    
  0.412482    0.694803    0.638309    
  0.424256    1.038902    0.703098    
  0.269930    0.677575    0.697032    
  0.189707    1.097771    0.788428    
  0.340911    0.783357    0.611684    
  0.357976    1.147978    0.658317    
  0.109946    0.870916    0.741705    
  0.231185    0.916259    0.644050    
  0.476087    0.667286    0.755978    
  0.450237    1.073474    0.630345    
  0.205283    0.788319    0.769590    
  0.135603    0.987029    0.665676    
  0.383680    0.748785    0.734241    
  0.316761    0.957550    0.787128    
  0.165608    0.606660    0.612699    
  0.294272    1.180516    0.722860    
  0.448553    0.857715    0.676973    
  0.441945    0.950549    0.602628    
  0.290035    0.637022    0.797344    
  0.169090    1.187580    0.688752    
  0.324127    0.827141    0.711226    
  0.375421    1.066693    0.757860    
  0.129710    0.818608    0.642028    
  0.210421    0.994312    0.744361    
  0.459254    0.718139    0.655508    
  0.483551    1.136293    0.730071    
  0.234764    0.896594    0.670096    
  0.105612    0.928009    0.766194    
  0.351271    0.641399    0.633979    
  0.349830    1.027436    0.686865    
  0.194747    0.703180    0.713218    
  0.264134    1.109741    0.623367    
  0.416095    0.757396    0.776698    
  0.403466    1.087711    0.663142    
  0.252250    0.774148    0.736789    
  0.182571    1.048144    0.626628    
  0.336909    0.687741    0.773296    
  0.363545    0.906089    0.719922    
  0.118631    0.658041    0.679897    
  0.247294    1.157183    0.783811    
  0.495336    0.880973    0.616027    
  0.471235    0.978142    0.792148    
  0.223147    0.738406    0.607978    
  0.142924    1.083884    0.705633    
  0.387890    0.797310    0.694487    
  0.311010    1.171519    0.647365    
  0.156718    0.847299    0.752649    
  0.277957    0.967924    0.661254    
  0.429121    0.615541    0.738779    
  0.428070    1.003042    0.650930    
  0.279201    0.716423    0.749183    
  0.161087    1.061324    0.640600    
  0.306834    0.821616    0.759531    
  0.392845    1.184701    0.706552    
  0.137772    0.832347    0.693476    
  0.221120    0.952394    0.795819    
  0.473066    0.628128    0.604204    
  0.497411    1.112611    0.778174    
  0.245414    0.752163    0.621743    
  0.113625    1.025582    0.717844    
  0.368744    0.712046    0.682091    
  0.332489    0.919270    0.635359    
  0.186794    0.643087    0.764474    
  0.253348    1.141652    0.674626    
  0.402172    0.893559    0.725201    
  0.414214    1.158844    0.614648    
  0.266208    0.872261    0.785533    
  0.199947    0.903099    0.675369    
  0.344825    0.663355    0.724793    
  0.355494    1.042956    0.771819    
  0.101192    0.690565    0.628250    
  0.233469    1.096550    0.732161    
  0.484649    0.772321    0.667915    
  0.460498    0.973101    0.743455    
  0.209370    0.612690    0.656530    
  0.125534    1.162672    0.754176    
  0.379790    0.849098    0.645791    
  0.318975    1.082214    0.699063    
  0.174045    0.805994    0.700811    
  0.291866    0.981122    0.609406    
  0.439918    0.733065    0.790474    
  0.444183    1.051485    0.714129    
  0.298447    0.813214    0.685795    
  0.166659    1.011328    0.775643    
  0.315516    0.726219    0.624287    
  0.385707    0.942592    0.671312    
  0.133773    0.619836    0.728525    
  0.200328    1.193097    0.632424    
  0.455389    0.842180    0.767395    
  0.481093    1.016914    0.643131    
  0.225985    0.702471    0.756988    
  0.107871    1.122072    0.654646    
  0.359857    0.760792    0.745480    
  0.339813    1.133021    0.798753    
  0.191001    0.884094    0.601280    
  0.274350    0.928841    0.709863    
  0.420033    0.651752    0.690151    
  0.407282    0.912052    0.751253    
  0.262393    0.673819    0.648725    
  0.178557    1.148496    0.740129    
  0.326574    0.863350    0.659843    
  0.372204    1.105467    0.606863    
  0.121013    0.782675    0.793007    
  0.238834    1.032498    0.695361    
  0.493147    0.681618    0.704527    
  0.467248    1.172793    0.678693    
  0.212980    0.858387    0.721480    
  0.146719    0.963926    0.617570    
  0.397858    0.602609    0.782598    
  0.302473    0.991207    0.735866    
  0.154410    0.742244    0.664199    
  0.286687    1.072929    0.774363    
  0.431628    0.795876    0.625720    
  0.431732    0.989112    0.759999    
  0.285988    0.741503    0.639871    
  0.154105    1.071453    0.748472    
  0.302977    0.795683    0.651416    
  0.398168    1.173151    0.604389    
  0.146220    0.859734    0.795589    
  0.212868    0.964831    0.693241    
  0.467938    0.604576    0.706731    
  0.493651    1.104541    0.682754    
  0.238529    0.780760    0.717311    
  0.120315    1.032197    0.621228    
  0.372308    0.680255    0.778855    
  0.327265    0.913580    0.725582    
  0.178445    0.673991    0.674591    
  0.261893    1.150575    0.764433    
  0.407592    0.864148    0.635734    
  0.419732    1.133233    0.724424    
  0.274851    0.885587    0.675414    
  0.191109    0.929600    0.785559    
  0.339112    0.653866    0.614260    
  0.359742    1.014965    0.667240    
  0.108565    0.701585    0.732684    
  0.226291    1.120744    0.628779    
  0.480596    0.760451    0.771151    
  0.454688    0.943973    0.645616    
  0.200435    0.620156    0.754416    
  0.134274    1.195030    0.656753    
  0.385405    0.843124    0.743262    
  0.315020    1.050705    0.789996    
  0.166965    0.811153    0.610124    
  0.299141    1.011174    0.701534    
  0.444068    0.724710    0.698591    
  0.440619    1.081217    0.624930    
  0.291758    0.804009    0.775140    
  0.173544    0.980746    0.685297    
  0.319276    0.731626    0.714778    
  0.380287    0.974705    0.767759    
  0.125228    0.612938    0.632421    
  0.208677    1.164821    0.728504    
  0.460614    0.849967    0.671658    
  0.484950    1.040786    0.745928    
  0.232967    0.689749    0.653946    
  0.101084    1.095004    0.756294    
  0.356195    0.772057    0.643586    
  0.344940    1.159273    0.690319    
  0.199253    0.873679    0.709666    
  0.265902    0.904080    0.601065    
  0.414711    0.665397    0.798902    
  0.401667    0.920727    0.659687    
  0.253653    0.643482    0.740341    
  0.187492    1.143657    0.648930    
  0.332385    0.894573    0.751092    
  0.368054    1.111761    0.704065    
  0.113737    0.750031    0.696047    
  0.245914    1.025352    0.793711    
  0.497102    0.710461    0.606420    
  0.472961    1.184984    0.782248    
  0.221818    0.833911    0.617585    
  0.138077    0.953228    0.721490    
  0.392341    0.630317    0.678337    
  0.306526    1.001018    0.625063    
  0.161587    0.715460    0.774854    
  0.279314    1.059924    0.664709    
  0.427380    0.821205    0.735227    
  0.429405    1.170026    0.673061    
  0.277481    0.847087    0.726759    
  0.156630    0.965809    0.636925    
  0.311676    0.614783    0.762912    
  0.387970    0.979029    0.716281    
  0.142251    0.740355    0.683649    
  0.222868    1.084224    0.779742    
  0.471715    0.798639    0.620183    
  0.496002    0.905770    0.794251    
  0.247207    0.656659    0.605764    
  0.118155    1.156239    0.708115    
  0.363829    0.879040    0.691918    
  0.337389    1.089773    0.639033    
  0.182291    0.774927    0.761093    
  0.251577    1.049653    0.652495    
  0.403547    0.687896    0.747625    
  0.416004    1.028177    0.610974    
  0.264803    0.705275    0.788914    
  0.195029    1.109934    0.697500    
  0.349358    0.758871    0.702369    
  0.350994    1.134946    0.755742    
  0.106089    0.896236    0.644229    
  0.234847    0.926042    0.741890    
  0.482874    0.640493    0.658088    
  0.458782    1.068607    0.733726    
  0.210703    0.819534    0.666357    
  0.130379    0.995675    0.770252    
  0.375330    0.718440    0.629812    
  0.323450    0.950376    0.676932    
  0.169173    0.635494    0.723235    
  0.290512    1.186782    0.613080    
  0.441668    0.825062    0.787093    
  0.449025    0.957155    0.711432    
  0.293990    0.605204    0.688590    
  0.164939    1.179501    0.797189    
  0.316851    0.855711    0.602840    
  0.384357    1.075606    0.656212    
  0.135520    0.789169    0.743919    
  0.204806    0.988613    0.641567    
  0.450514    0.749016    0.758545    
  0.476178    1.146414    0.633988    
  0.230515    0.870634    0.765838    
  0.109664    0.914069    0.669746    
  0.358448    0.666452    0.730087    
  0.341188    1.039864    0.777207    
  0.189230    0.679600    0.622728    
  0.269847    1.098182    0.712561    
  0.424933    0.784756    0.687356    
  0.411816    1.120061    0.772799    
  0.257475    0.768146    0.627277    
  0.177151    1.019007    0.737432    
  0.328364    0.695180    0.662638    
  0.370430    0.936132    0.616006    
  0.122391    0.649658    0.784157    
  0.243730    1.125665    0.680261    
  0.488647    0.886104    0.719920    
  0.462788    1.004633    0.693793    
  0.217825    0.728890    0.706087    
  0.148051    1.058263    0.608427    
  0.396142    0.810609    0.791448    
  0.304223    1.195704    0.738564    
  0.153056    0.835403    0.661404    
  0.281815    0.939922    0.752818    
  0.436103    0.626533    0.647168    
  0.435285    1.092880    0.741061    
  0.284097    0.768907    0.658820    
  0.150749    1.043937    0.754912    
  0.305065    0.691875    0.644962    
  0.393811    0.901809    0.698330    
  0.148918    0.662394    0.701637    
  0.217032    1.162278    0.611804    
  0.465046    0.875951    0.788182    
  0.489391    0.982138    0.613812    
  0.241325    0.734337    0.786263    
  0.124771    1.078505    0.677665    
  0.369709    0.802616    0.722405    
  0.330720    1.166067    0.769520    
  0.176456    0.852824    0.630642    
  0.258244    0.971847    0.732994    
  0.409387    0.611691    0.667187    
  0.422625    0.955790    0.780475    
  0.270689    0.631854    0.619352    
  0.188412    1.183447    0.717013    
  0.343470    0.831348    0.682820    
  0.357655    1.062340    0.636193    
  0.111923    0.822888    0.763743    
  0.228184    0.999334    0.672329    
  0.477045    0.713044    0.727588    
  0.452894    1.140362    0.651664    
  0.204086    0.892597    0.748358    
  0.136265    0.922704    0.638203    
  0.381952    0.646778    0.761825    
  0.317621    1.021911    0.708945    
  0.162510    0.708632    0.691185    
  0.296347    1.113591    0.795081    
  0.448329    0.753473    0.605032    
  0.442412    1.033880    0.680993    
  0.288107    0.682670    0.719090    
  0.171553    1.102125    0.616739    
  0.322730    0.779076    0.783326    
  0.377686    1.152111    0.736700    
  0.129683    0.866710    0.663468    
  0.211472    0.911018    0.772066    
  0.456353    0.672454    0.628107    
  0.482056    1.069624    0.751988    
  0.237129    0.792242    0.647900    
  0.103781    0.992554    0.737733    
  0.351836    0.743333    0.662137    
  0.347027    0.962855    0.609256    
  0.195896    0.601281    0.790716    
  0.264009    1.176446    0.694623    
  0.418262    0.861711    0.705354    
  0.405927    1.192027    0.640736    
  0.250856    0.840853    0.759278    
  0.183036    0.946245    0.655382    
  0.334984    0.623160    0.744650    
  0.364598    1.008024    0.798019    
  0.115726    0.722585    0.602107    
  0.249563    1.052831    0.712261    
  0.495307    0.814304    0.687858    
  0.469408    0.932457    0.713294    
  0.223709    0.655112    0.686525    
  0.141433    1.131986    0.777939    
  0.390253    0.882729    0.621899    
  0.310883    1.123454    0.669014    
  0.158889    0.761844    0.730917    
  0.275150    1.013571    0.633256    
  0.430272    0.698873    0.766668    
  0.425073    0.917514    0.629511    
  0.280156    0.668284    0.770321    
  0.160769    1.144582    0.667973    
  0.308808    0.867191    0.731854    
  0.391548    1.101480    0.784827    
  0.140335    0.786735    0.615090    
  0.219487    1.037886    0.723691    
  0.473828    0.676303    0.676244    
  0.499482    1.177082    0.700705    
  0.245193    0.854025    0.699323    
  0.114482    0.958840    0.789166    
  0.365649    0.607621    0.610856    
  0.333154    0.986048    0.657582    
  0.185063    0.747476    0.742530    
  0.256009    1.077145    0.646447    
  0.400971    0.791733    0.753684    
  0.413893    1.057019    0.692410    
  0.268185    0.807753    0.707464    
  0.196946    1.007488    0.603559    
  0.345782    0.730133    0.796321    
  0.353863    0.938531    0.749303    
  0.101951    0.623823    0.650683    
  0.232174    1.198412    0.760828    
  0.487208    0.836792    0.639139    
  0.461358    1.021276    0.765166    
  0.206272    0.698182    0.634903    
  0.127609    1.117060    0.726314    
  0.379567    0.765877    0.673762    
  0.321632    1.127788    0.620495    
  0.172848    0.889253    0.779686    
  0.292527    0.932984    0.682022    
  0.438190    0.647536    0.718141    
  0.446448    1.153529    0.792881    
  0.298421    0.877649    0.607152    
  0.167709    0.907160    0.703235    
  0.312615    0.659368    0.696779    
  0.386175    1.046797    0.649760    
  0.131845    0.686652    0.750360    
  0.202791    1.091016    0.660518    
  0.453992    0.777782    0.739608    
  0.478289    0.968958    0.665441    
  0.227133    0.616906    0.734397    
  0.107747    1.167904    0.625796    
  0.362024    0.843939    0.774023    
  0.338319    1.087226    0.720758    
  0.193367    0.800908    0.679166    
  0.272519    0.976760    0.781515    
  0.420598    0.737354    0.618416    
  0.408336    0.997654    0.729237    
  0.259488    0.721737    0.670828    
  0.180825    1.065311    0.768492    
  0.326544    0.817556    0.631592    
  0.374665    1.188615    0.684564    
  0.119619    0.828506    0.715609    
  0.239298    0.946933    0.624198    
  0.491222    0.633662    0.775969    
  0.467120    1.108395    0.600234    
  0.215151    0.756306    0.799635    
  0.143912    1.030741    0.689489    
  0.399010    0.706814    0.710398    
  0.300646    0.924356    0.757125    
  0.154972    0.638075    0.642853    
  0.285195    1.137363    0.746758    
  0.433991    0.897921    0.653214    
  0.432918    1.138512    0.607589    
  0.284901    0.899061    0.792536    
  0.156243    0.925505    0.696440    
  0.301133    0.639215    0.703678    
  0.399301    1.029619    0.750698    
  0.144988    0.705683    0.649318    
  0.214661    1.107273    0.739172    
  0.465852    0.755175    0.660862    
  0.491709    0.948082    0.734833    
  0.240569    0.634802    0.665096    
  0.119324    1.189764    0.773685    
  0.373592    0.829646    0.626237    
  0.325276    1.064190    0.679506    
  0.180335    0.816425    0.720315    
  0.260564    0.996533    0.617979    
  0.408627    0.720607    0.781860    
  0.421867    0.975638    0.670489    
  0.273009    0.736223    0.729679    
  0.192292    1.086104    0.632028    
  0.338027    0.799778    0.768147    
  0.361538    1.169052    0.715172    
  0.106476    0.845080    0.684909    
  0.227428    0.970108    0.776308    
  0.479361    0.618046    0.623755    
  0.453701    1.089894    0.799296    
  0.201715    0.776652    0.600677    
  0.132335    1.045676    0.710835    
  0.387443    0.685521    0.689144    
  0.313688    0.908309    0.642417    
  0.168004    0.660507    0.757469    
  0.297150    1.154678    0.653552    
  0.445961    0.878789    0.746316    
  0.438481    0.934197    0.770763    
  0.293603    0.648759    0.629173    
  0.172358    1.129002    0.731509    
  0.320364    0.890475    0.668409    
  0.378494    1.115856    0.615435    
  0.127314    0.764682    0.784390    
  0.207543    1.020072    0.675801    
  0.461845    0.696987    0.724030    
  0.485940    1.199625    0.699766    
  0.231684    0.838014    0.700366    
  0.103027    0.939744    0.610511    
  0.354155    0.625046    0.789603    
  0.346269    1.006284    0.742875    
  0.198217    0.728939    0.657146    
  0.267890    1.055815    0.753241    
  0.412820    0.806558    0.646785    
  0.400485    1.075940    0.707118    
  0.254738    0.790539    0.692847    
  0.185358    0.984845    0.796764    
  0.334227    0.746281    0.603220    
  0.366917    0.960053    0.650241    
  0.114972    0.608843    0.749641    
  0.244117    1.178295    0.639483    
  0.499191    0.855247    0.760392    
  0.474900    1.036682    0.634559    
  0.219781    0.675108    0.765602    
  0.139064    1.100276    0.674204    
  0.391061    0.785541    0.725976    
  0.308517    1.145795    0.779243    
  0.159694    0.868413    0.620834    
  0.280645    0.918727    0.718486    
  0.426340    0.669506    0.681585    
  0.430564    1.014702    0.719526    
  0.276226    0.699994    0.680649    
  0.158399    1.124585    0.782988    
  0.309615    0.762965    0.617181    
  0.389180    1.130846    0.663807    
  0.141138    0.881580    0.736257    
  0.224981    0.931317    0.627670    
  0.469895    0.653963    0.772411    
  0.494039    1.053962    0.648336    
  0.249073    0.815426    0.751643    
  0.116802    1.009155    0.661798    
  0.364890    0.723707    0.738176    
  0.335471    0.945106    0.791054    
  0.184307    0.622011    0.608814    
  0.250562    1.190887    0.704918    
  0.404854    0.839705    0.694968    
  0.417776    1.175307    0.758939    
  0.262738    0.860562    0.641179    
  0.196190    0.961715    0.745087    
  0.348099    0.600133    0.655037    
  0.353104    0.993684    0.601671    
  0.104271    0.744455    0.798364    
  0.236054    1.070755    0.688197    
  0.481765    0.793364    0.711819    
  0.457426    0.909877    0.686187    
  0.211766    0.671305    0.713736    
  0.128412    1.150972    0.622335    
  0.377199    0.865560    0.777595    
  0.322439    1.103256    0.730481    
  0.170477    0.780198    0.669359    
  0.288597    1.035011    0.767007    
  0.443680    0.683792    0.632813    
  0.447256    1.114786    0.659263    
  0.296052    0.754677    0.740721    
  0.163781    1.023106    0.644617    
  0.318107    0.709836    0.755349    
  0.382243    0.921482    0.701982    
  0.137341    0.645564    0.697894    
  0.203596    1.139140    0.787739    
  0.451626    0.891385    0.612143    
  0.477531    1.000529    0.786705    
  0.229455    0.714248    0.613474    
  0.111628    1.063534    0.722060    
  0.356583    0.824092    0.678101    
  0.342203    1.182224    0.630987    
  0.187922    0.830135    0.769083    
  0.271764    0.954568    0.666744    
  0.422917    0.630640    0.733333    
  0.410655    0.970624    0.619008    
  0.258734    0.610479    0.780911    
  0.175380    1.164845    0.683262    
  0.330429    0.851611    0.716674    
  0.369222    1.079700    0.763300    
  0.123500    0.803819    0.636531    
  0.241620    0.983333    0.727933    
  0.490464    0.735541    0.671892    
  0.464755    1.161056    0.748013    
  0.215956    0.874738    0.652101    
  0.149408    0.900587    0.762268    
  0.395079    0.661181    0.637864    
  0.306138    1.045131    0.690743    
  0.151043    0.693079    0.709284    
  0.282826    1.094075    0.605376    
  0.434799    0.770110    0.794645    
  0.437179    0.941135    0.689027    
  0.282106    0.627755    0.711086    
  0.151788    1.196917    0.602500    
  0.303733    0.836624    0.797632    
  0.395847    1.057060    0.744257    
  0.146979    0.809414    0.655770    
  0.218312    1.003429    0.758109    
  0.464059    0.727695    0.641911    
  0.488157    1.126878    0.766274    
  0.242462    0.887326    0.633644    
  0.122682    0.937345    0.729748    
  0.371505    0.650881    0.670188    
  0.329635    1.017802    0.623067    
  0.177638    0.693985    0.776764    
  0.256402    1.118857    0.686919    
  0.411521    0.766951    0.712906    
  0.423662    1.096978    0.626938    
  0.269360    0.783561    0.773241    
  0.190303    1.038660    0.663074    
  0.341482    0.678405    0.737087    
  0.358938    0.915283    0.783720    
  0.110932    0.667674    0.616351    
  0.230224    1.147626    0.720259    
  0.475102    0.871856    0.679818    
  0.450809    0.987410    0.705748    
  0.205879    0.747821    0.694236    
  0.135034    1.074402    0.791885    
  0.383085    0.787975    0.608081    
  0.315776    1.180714    0.660968    
  0.164648    0.856933    0.738908    
  0.295258    0.958368    0.647506    
  0.449515    0.606426    0.752376    
  0.441373    1.187932    0.727201    
  0.289440    0.826202    0.672723    
  0.169660    0.951525    0.762568    
  0.324721    0.636634    0.637361    
  0.376406    0.994553    0.683995    
  0.130670    0.717309    0.715844    
  0.209435    1.067486    0.619740    
  0.458292    0.818403    0.780081    
  0.484145    0.927191    0.606206    
  0.235333    0.641634    0.793912    
  0.105016    1.136095    0.691573    
  0.350699    0.897375    0.708551    
  0.348868    1.108813    0.761437    
  0.193761    0.757740    0.638597    
  0.265094    1.027055    0.747183    
  0.417080    0.704145    0.652833    
  0.404036    1.048532    0.788569    
  0.252845    0.686765    0.611410    
  0.182000    1.088651    0.702812    
  0.336313    0.773797    0.697161    
  0.362558    1.157388    0.643787    
  0.117669    0.880180    0.756081    
  0.248279    0.906919    0.658432    
  0.496297    0.657799    0.741454    
  0.470639    1.083102    0.666012    
  0.222576    0.797508    0.734162    
  0.143519    0.977907    0.630255    
  0.388460    0.739225    0.769914    
  0.311971    0.966959    0.722792    
  0.157703    0.615922    0.677271    
  0.276995    1.171175    0.787438    
  0.428134    0.848227    0.612644    
  0.427085    1.061119    0.775575    
  0.278241    0.822409    0.624586    
  0.162074    1.002213    0.714440    
  0.307797    0.716664    0.685739    
  0.393417    0.952006    0.632760    
  0.138368    0.629104    0.767316    
  0.220550    1.183762    0.671221    
  0.472471    0.832698    0.728850    
  0.498373    1.026547    0.654383    
  0.246400    0.711665    0.745583    
  0.112665    1.112955    0.643247    
  0.367759    0.751235    0.756737    
  0.331895    1.142434    0.710005    
  0.186224    0.893360    0.689877    
  0.253944    0.919505    0.798466    
  0.402743    0.642269    0.601410    
  0.415201    0.902858    0.740002    
  0.267170    0.664185    0.660130    
  0.198962    1.158051    0.751529    
  0.343864    0.872466    0.648585    
  0.354924    1.096199    0.695611    
  0.100597    0.773260    0.704410    
  0.234040    1.041980    0.606758    
  0.485244    0.690953    0.793269    
  0.459538    1.163600    0.617247    
  0.208386    0.848754    0.782690    
  0.126496    0.973482    0.678773    
  0.380777    0.611726    0.721145    
  0.319571    0.981941    0.774417    
  0.174616    0.732830    0.625408    
  0.291271    1.082412    0.735566    
  0.439348    0.805213    0.664266    
  0.445144    1.012305    0.640313    
  0.299433    0.725831    0.759660    
  0.165697    1.051836    0.651071    
  0.314530    0.812275    0.748909    
  0.385111    1.193890    0.795934    
  0.133202    0.841976    0.603953    
  0.200922    0.942833    0.706289    
  0.455959    0.619006    0.693579    
  0.480106    1.121874    0.717753    
  0.225023    0.761573    0.682415    
  0.108857    1.016096    0.778511    
  0.360818    0.702706    0.621664    
  0.340383    0.928460    0.674937    
  0.191596    0.652717    0.725145    
  0.273778    1.132093    0.635291    
  0.419437    0.884438    0.764773    
  0.406321    1.149435    0.675069    
  0.261407    0.862999    0.724860    
  0.179517    0.912440    0.614702    
  0.327559    0.672843    0.785221    
  0.372798    1.033328    0.732241    
  0.121582    0.681376    0.667580    
  0.238237    1.105672    0.771496    
  0.492575    0.781882    0.628343    
  0.468233    0.963691    0.754071    
  0.213941    0.603427    0.646053    
  0.145733    1.172012    0.743705    
  0.396897    0.858585    0.656413    
  0.301901    1.072584    0.609682    
  0.153814    0.796804    0.790335    
  0.287256    0.990243    0.698936    
  0.432222    0.742625    0.701098    
